date,ID_electricity_bus_shortage_output1,ID_gas_bus_shortage_output1,ID_pv_bus_excess_input1,ID_hp_electricity_bus_shortage_output1,ID_pv_to_ID_electricity_link_input1,ID_pv_to_ID_electricity_link_output1,ID_electricity_to_ID_hp_electricity_bus_input1,ID_electricity_to_ID_hp_electricity_bus_output1,ID_thermal_storage_input1,ID_thermal_storage_output1,ID_thermal_storage_capacity,ID_electricity_sink_input1,ID_heat_sink_input1,ID_cooling_sink_input1,ID_gasheating_transformer_input1,ID_gasheating_transformer_output1,ID_GCHP_transformer_input1,ID_GCHP_transformer_input2,ID_GCHP_transformer_output1,ID_AbsCH_transformer_input1,ID_AbsCH_transformer_input2,ID_AbsCH_transformer_output1,ID_photovoltaic_electricity_source_output1
2012-01-01 00:00:00,0.2912219035789898,0.0,0.0,0.6491363714927425,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.2912219035789898,1.5534785740157577,5.0,0.0,0.0,0.35982819539211364,1.193650378623644,1.5534785740157577,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 01:00:00,0.215507205272396,0.0,0.0,0.6712796450553342,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.215507205272396,1.6490772554936506,5.0,0.0,0.0,0.3819714689547053,1.2671057865389455,1.6490772554936506,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 02:00:00,0.19752746161119958,0.0,0.0,0.687887100227278,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.19752746161119958,1.72077626660207,5.0,0.0,0.0,0.39857892412664897,1.3221973424754212,1.72077626660207,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 03:00:00,0.1923333134424095,0.0,0.0,0.7469358297275221,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.1923333134424095,1.9757060838764509,5.0,0.0,0.0,0.4576276536268932,1.5180784302495576,1.9757060838764509,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 04:00:00,0.19542982485072669,0.0,0.0,0.8945576534781328,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.19542982485072669,2.6130306270624026,5.0,0.0,0.0,0.6052494773775039,2.0077811496848987,2.6130306270624026,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 05:00:00,0.23393644252512233,0.0,0.0,1.1842654825887065,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.23393644252512233,3.8637800430648337,5.0,0.0,0.0,0.8949573064880776,2.9688227365767563,3.8637800430648337,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 06:00:00,0.4499430851214405,0.0,0.0,1.433377310167862,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.4499430851214405,4.939265209691127,5.0,0.0,0.0,1.144069134067233,3.7951960756238945,4.939265209691127,0.2893081761006289,5.786163522012578,5.0,0.0
2012-01-01 07:00:00,0.6464217283524036,0.0,0.0,1.356759417011142,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.6464217283524036,4.604669824518503,5.0,0.0,0.0,1.0665676765981627,3.5381021479203403,4.604669824518503,0.2901917404129794,5.803834808259587,5.0,0.0
2012-01-01 08:00:00,0.666748827436034,0.0,0.0,1.2626505043701277,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.666748827436034,4.198375428237458,5.0,0.0,0.0,0.9724587639571483,3.22591666428031,4.198375428237458,0.2901917404129794,5.803834808259587,5.0,0.0
2012-01-01 09:00:00,0.6154066705368397,0.0,0.0,1.1869943196979396,0.0,0.0,0.0,0.0,0.0,0.0,0.5793479471958574,0.6154066705368397,3.8717465998546574,5.0,0.0,0.0,0.8968025792849601,2.9749440205696973,3.8717465998546574,0.2901917404129794,5.803834808259587,5.0,0.0
